KO	pathway	pathway_description
K02833	map05200	Pathways in cancer
K02842	map05200	Pathways in cancer
K03068	map05200	Pathways in cancer
K03069	map05200	Pathways in cancer
K03083	map05200	Pathways in cancer
K03094	map05200	Pathways in cancer
K03096	map05200	Pathways in cancer
K03099	map05200	Pathways in cancer
K03172	map05200	Pathways in cancer
K03173	map05200	Pathways in cancer
K03174	map05200	Pathways in cancer
K03175	map05200	Pathways in cancer
K03176	map05200	Pathways in cancer
K03209	map05200	Pathways in cancer
K03347	map05200	Pathways in cancer
K03511	map05200	Pathways in cancer
K03868	map05200	Pathways in cancer
K03870	map05200	Pathways in cancer
K03871	map05200	Pathways in cancer
K03872	map05200	Pathways in cancer
K03873	map05200	Pathways in cancer
K03875	map05200	Pathways in cancer
K03898	map05200	Pathways in cancer
K03914	map05200	Pathways in cancer
K03915	map05200	Pathways in cancer
K03916	map05200	Pathways in cancer
K04079	map05200	Pathways in cancer
K04166	map05200	Pathways in cancer
K04189	map05200	Pathways in cancer
K04197	map05200	Pathways in cancer
K04198	map05200	Pathways in cancer
K04236	map05200	Pathways in cancer
K04258	map05200	Pathways in cancer
K04259	map05200	Pathways in cancer
K04260	map05200	Pathways in cancer
K04261	map05200	Pathways in cancer
K04273	map05200	Pathways in cancer
K04275	map05200	Pathways in cancer
K04289	map05200	Pathways in cancer
K04291	map05200	Pathways in cancer
K04294	map05200	Pathways in cancer
K04345	map05200	Pathways in cancer
K04346	map05200	Pathways in cancer
K04347	map05200	Pathways in cancer
K04350	map05200	Pathways in cancer
K04357	map05200	Pathways in cancer
K04358	map05200	Pathways in cancer
K04359	map05200	Pathways in cancer
K04361	map05200	Pathways in cancer
K04362	map05200	Pathways in cancer
K04363	map05200	Pathways in cancer
K04364	map05200	Pathways in cancer
K04365	map05200	Pathways in cancer
K04366	map05200	Pathways in cancer
K04368	map05200	Pathways in cancer
K04369	map05200	Pathways in cancer
K04371	map05200	Pathways in cancer
K04375	map05200	Pathways in cancer
K04377	map05200	Pathways in cancer
K04379	map05200	Pathways in cancer
K04385	map05200	Pathways in cancer
K04388	map05200	Pathways in cancer
K04389	map05200	Pathways in cancer
K04390	map05200	Pathways in cancer
K04392	map05200	Pathways in cancer
K04393	map05200	Pathways in cancer
K04397	map05200	Pathways in cancer
K04398	map05200	Pathways in cancer
K04399	map05200	Pathways in cancer
K04402	map05200	Pathways in cancer
K04411	map05200	Pathways in cancer
K04438	map05200	Pathways in cancer
K04440	map05200	Pathways in cancer
K04445	map05200	Pathways in cancer
K04447	map05200	Pathways in cancer
K04448	map05200	Pathways in cancer
K04451	map05200	Pathways in cancer
K04453	map05200	Pathways in cancer
K04456	map05200	Pathways in cancer
K04462	map05200	Pathways in cancer
K04467	map05200	Pathways in cancer
K04469	map05200	Pathways in cancer
K04482	map05200	Pathways in cancer
K04490	map05200	Pathways in cancer
K04491	map05200	Pathways in cancer
K04492	map05200	Pathways in cancer
K04496	map05200	Pathways in cancer
K04498	map05200	Pathways in cancer
K04500	map05200	Pathways in cancer
K04501	map05200	Pathways in cancer
K04503	map05200	Pathways in cancer
K04504	map05200	Pathways in cancer
K04513	map05200	Pathways in cancer
K04514	map05200	Pathways in cancer
K04515	map05200	Pathways in cancer
K04536	map05200	Pathways in cancer
K04537	map05200	Pathways in cancer
K04538	map05200	Pathways in cancer
K04539	map05200	Pathways in cancer
K04540	map05200	Pathways in cancer
K04541	map05200	Pathways in cancer
K04542	map05200	Pathways in cancer
K04543	map05200	Pathways in cancer
K04544	map05200	Pathways in cancer
K04545	map05200	Pathways in cancer
K04546	map05200	Pathways in cancer
K04547	map05200	Pathways in cancer
K04548	map05200	Pathways in cancer
K04549	map05200	Pathways in cancer
K04570	map05200	Pathways in cancer
K04630	map05200	Pathways in cancer
K04632	map05200	Pathways in cancer
K04634	map05200	Pathways in cancer
K04635	map05200	Pathways in cancer
K04639	map05200	Pathways in cancer
K04662	map05200	Pathways in cancer
K04674	map05200	Pathways in cancer
K04684	map05200	Pathways in cancer
K04685	map05200	Pathways in cancer
K04687	map05200	Pathways in cancer
K04688	map05200	Pathways in cancer
K04692	map05200	Pathways in cancer
K04702	map05200	Pathways in cancer
K04707	map05200	Pathways in cancer
K04725	map05200	Pathways in cancer
K04726	map05200	Pathways in cancer
K04734	map05200	Pathways in cancer
K04735	map05200	Pathways in cancer
K04736	map05200	Pathways in cancer
K04737	map05200	Pathways in cancer
K04738	map05200	Pathways in cancer
K05055	map05200	Pathways in cancer
K05060	map05200	Pathways in cancer
K05061	map05200	Pathways in cancer
K05063	map05200	Pathways in cancer
K05064	map05200	Pathways in cancer
K05065	map05200	Pathways in cancer
K05066	map05200	Pathways in cancer
K05067	map05200	Pathways in cancer
K05068	map05200	Pathways in cancer
K05069	map05200	Pathways in cancer
K05070	map05200	Pathways in cancer
K05071	map05200	Pathways in cancer
K05072	map05200	Pathways in cancer
K05074	map05200	Pathways in cancer
K05076	map05200	Pathways in cancer
K05079	map05200	Pathways in cancer
K05083	map05200	Pathways in cancer
K05087	map05200	Pathways in cancer
K05089	map05200	Pathways in cancer
K05090	map05200	Pathways in cancer
K05091	map05200	Pathways in cancer
K05092	map05200	Pathways in cancer
